sentence,label
"['This Agreement shall be governed by, and construed and enforced in accordance with, the laws in force in the Province of Ontario (excluding any conflict of laws rule or principle which might refer such construction to the laws of another jurisdiction).']",Arbitration
"[""CHANNEL PARTNER'S PAYMENT OBLIGATIONS, LIABILITY FOR EARLY TERMINATION FEES OR CHARGES, BREACHES OF CONFIDENTIALITY BY EITHER PARTY, MISAPPROPRIATION OF INTELLECTUAL PROPERTY RIGHTS OF THE OTHER PARTY, AND THE PARTIES' INDEMNIFICATION OBLIGATIONS UNDER THIS AGREEMENT ARE EXCLUDED FROM THESE LIMITATIONS OF LIABILITY.""]",Liability
"['TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW, IN NO EVENT SHALL CHANNEL PARTNER, IPASS OR ITS SUPPLIERS BE LIABLE FOR ANY SPECIAL, INCIDENTAL OR CONSEQUENTIAL DAMAGES, OR FOR INTERRUPTED COMMUNICATIONS, LOST DATA OR LOST PROFITS, ARISING OUT OF OR IN CONNECTION WITH THE SERVICE.",Liability
"', ""EACH PARTY'S MAXIMUM LIABILITY FOR DAMAGES CAUSED BY ITS FAILURE TO PERFORM ITS OBLIGATIONS UNDER THE AGREEMENT IS LIMITED TO: (A) PROVEN DIRECT DAMAGES FOR CLAIMS ARISING OUT OF PERSONAL INJURY OR DEATH, OR DAMAGE TO TANGIBLE PROPERTY CAUSED BY THE PARTY'S NEGLIGENT OR WILLFUL MISCONDUCT; AND (B) PROVEN DIRECT DAMAGES FOR ANY AND ALL CLAIMS ARISING FROM OR IN CONNECTION WITH OR RELATING TO THIS AGREEMENT OR THE LICENSED SOFTWARE OR SERVICES, NOT TO EXCEED AN AMOUNT EQUAL TO THE AMOUNT OF FEES ACTUALLY PAID BY CHANNEL PARTNER TO IPASS DURING THE SIX (6) MONTHS PRECEDING THE FIRST EVENT GIVING RISE TO SUCH LIABILITY.",Liability
"ALL CLAIMS AGAINST THE PARTIES WILL BE AGGREGATED TO DETERMINE SATISFACTION OF THIS LIMIT, AND MULTIPLE CLAIMS WILL NOT ENLARGE THE LIMIT.",Liability
""", 'NEITHER PARTY WILL BE LIABLE FOR ANY SPECIAL, INCIDENTAL, INDIRECT, EXEMPLARY, PUNITIVE, OR CONSEQUENTIAL DAMAGES ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT OR THE USE OF THE LICENSED SOFTWARE, THE SERVICES OR DOCUMENTATION, WHETHER FROM BREACH OF CONTRACT OR WARRANTY, FROM NEGLIGENCE, STRICT LIABILITY OR OTHER CAUSE OF ACTION, EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.']",Liability
['The laws of California shall govern the construction and enforceability of the Agreement.'],Arbitration
"['In January of each calendar year Constellation shall allow, at the written request and expense of the HOF Entities, the HOF Entities the right to audit during normal business hours all relevant Constellation records related to New Business generated during the immediately preceding calendar year.']",Obligation
"[""Constellation shall, at its own expense, secure and maintain in full force and effect throughout the Term (a) insurance coverage for defamation, trademark and service mark infringement, unfair competition, copyright infringement, and infringement of a person's right of publicity and right of privacy from a carrier with an A.M. Best rating of A10 or better in an amount not less than [***] per occurrence; and (b) a general liability insurance policy from a carrier with an A.M. Best rating of A10 or better in an amount not less than [***] in aggregate.",Obligation
""", 'Constellation shall provide the HOF Entities with certificates of insurance, naming each HOF Entity as an additional insured, evidencing the existence of such insurance policies within ten (10) days after execution of this Agreement.']",Obligation
"['This Agreement shall be governed by and construed in accordance with the laws of the State of Ohio, without reference to principles of conflicts of law.']",Arbitration
"[""The Fund shall also furnish Integrity upon request with: (a) annual audits of the Fund's books and accounts made by independent public accountants regularly retained by the Fund, (b) semi-annual unaudited financial statements pertaining to the Fund, (c) quarterly earnings statements prepared by the Fund, (d) a monthly itemized list of the securities in the portfolio of the Fund, (e) monthly balance sheets as soon as practicable after the end of each month, and (f) from time to time such additional information regarding the Fund's financial condition as Integrity may reasonably request.""]",Obligation
['This Agreement shall be construed in accordance with the laws of the State of Kansas.'],Arbitration
"[""IN NO EVENT SHALL A PARTY'S LIABILITY IN RELATION TO SERVICES PROVIDED UNDER THIS AGREEMENT EXCEED THE FEES PAID TO IT UNDER THIS AGREEMENT FOR THE SPECIFIC SERVICE THAT RESULTED IN THE LOSS.",Liability
""", 'IN NO EVENT SHALL ANY PARTY BE LIABLE TO THE OTHER PARTY FOR ANY INDIRECT, SPECIAL, EXEMPLARY, PUNITIVE OR CONSEQUENTIAL DAMAGES, OR LOST PROFITS OR LOST REVENUES THAT THE OTHER PARTY MAY INCUR BY REASON OF ITS HAVING ENTERED INTO OR RELIED UPON THIS AGREEMENT, OR IN CONNECTION WITH ANY OF THE SERVICES PROVIDED HEREUNDER OR THE FAILURE THEREOF, REGARDLESS OF THE FORM OF ACTION IN WHICH SUCH DAMAGES ARE ASSERTED, WHETHER IN CONTRACT OR TORT (INCLUDING NEGLIGENCE) OR OTHERWISE, EVEN IF ADVISED OF THE POSSIBILITY OF THE SAME OTHER THAN TO THE EXTENT AWARDED IN A THIRD PARTY CLAIM.",Liability
"', 'EXCEPT WITH RESPECT TO A MATERIAL BREACH CONSTITUTING WILLFUL MISCONDUCT BY A PROVIDER, REPEAT PERFORMANCE OF A SERVICE BY THE PROVIDER OR REFUND OF THE FEES PAID FOR A SERVICE SHALL BE THE SOLE AND EXCLUSIVE REMEDY FOR BREACH OF THE SERVICES STANDARD FOR SUCH SERVICE.']",Liability
"[""Except as agreed by the Parties in writing or as otherwise stated in the Exhibits, Company may terminate for convenience any Transition Service, and RGHI may terminate for convenience any Reverse Transition Service, upon 30 days' prior written notice of such termination; provided, (a) that, with respect to the Services described in Section G1 of Exhibit A, unless otherwise indicated therein, those Services may not be terminated independently except in accordance with an agreed Migration Plan and, (b) any unamortized costs associated with Provider's purchase of any license or other costs incurred specifically for the purpose of providing the Services hereunder will be passed through to the Terminating Party.""]",Termination
"[""Each Party shall make the TSA Records it maintains available to the other Party and its Affiliates and their respective auditors or other representatives, and in any event to any Governmental Authority, during normal business hours on reasonable prior notice (it being understood that TSA Records that are not stored on a Party's regular business premises will require additional time to retrieve), for review, inspection, examination and, at the reviewing Party's reasonable expense, reproduction.",Obligation
""", ""Company shall have the right, in a manner to avoid unreasonable interruption to RGHI's or its Affiliates' business, to (1) evaluate the effectiveness of the key controls; and (2) upon at least thirty (30) days' written notice to RGHI, perform (through its external auditor) audit procedures over RGHI's internal controls and procedures for the Services provided under this Agreement; provided that such right to audit shall exist solely to the extent reasonably required by Company's external auditors to ensure Company's compliance with the Sarbanes-Oxley Act of 2002.",Obligation
""", 'Access to such TSA Records shall be exercised by a Party and its Affiliates and their authorized representatives in a manner that shall not interfere unreasonably with the normal operations of the Party maintaining the TSA Records.",Obligation
"', 'In connection with such review of TSA Records, and upon reasonable prior notice, a reviewing Party and its Affiliates shall have the right to discuss matters relating to the TSA Records with the employees of the Party or its Affiliates who are maintaining the relevant TSA Records and providing the Services, as applicable, during regular business hours and without undue disruption of the normal operations of such maintaining and providing Party or its Affiliates.",Obligation
"', ""After the Commencement Date, RCP shall, and shall cause its Affiliates to, until the 7th anniversary of the date on which RGHL or its Affiliates owns less than 10% of the capital stock in RCP, afford to RGHI and its employees and authorized representatives reasonable access to RCP's employees and auditors, retain all books, records (including accountant's work papers), and other information and documents pertaining to the Business in existence on the Commencement Date and make available for inspection and copying by RGHI (at RGHI's expense) during normal business hours, in each case so as not to unreasonably interfere with the conduct of the business of RCP and its Affiliates, such information (A) as may be required by any Governmental Authority, including pursuant to any applicable Law or regulatory request or to prepare or file any Tax related documentation, (B) as may be necessary for RGHI or its Affiliates in connection with their ongoing financial reporting, accounting or other purpose related to RGHI and Company's affiliation immediately prior to the Commencement Date, or (C) as may be necessary for RGHI or its Affiliates to perform their respective obligations pursuant to this Agreement or in connection with any Litigation (other than any Litigation involving a dispute between the parties), in each case subject to compliance with all applicable privacy Laws.",Obligation
""", ""On and after the Commencement Date, RGHI shall, and shall cause its Affiliates to, until the 6th anniversary of the Commencement Date, afford to RCP and its employees and authorized representatives during normal business hours reasonable access to their books of account, financial and other records (including accountant's work papers), information, employees and auditors at the Company's expense to the extent necessary or useful for the Company in connection with any audit, investigation, or dispute or Litigation (other than any Litigation involving a dispute between the Parties) or any other reasonable business purpose relating to the Business; provided that any such access by RCP shall not unreasonably interfere with the conduct of the business of RGHI and its Affiliates.",Obligation
""", ""At the request of Recipient, Provider shall provide to Recipient and its Affiliates reasonable access to Provider's applicable Personnel and records with respect to the amount charged in connection with any Service so that Recipient may confirm that the pass through costs incurred by Provider or, to the extent such Service is provided on an hourly basis, information related to hours worked in connection with such Service, are commensurate with the amount charged to Recipient for such Service.""]",Obligation
"['Each Party shall obtain and maintain, for the Term (i) commercial general liability insurance with a single combined liability limit of at least $5,000,000 per occurrence, (ii) workers compensation/employer\'s liability insurance with a liability limit of at least $1,000,000 per occurrence or, if greater, the statutory minimum, and (iii) ""all risk"" property insurance on a replacement cost basis adequate to cover all assets and business interruption Losses that a Party may suffer in connection with or arising out of this Agreement, subject to policy limits, and in the case of the policies described in clause (i) above, naming the other Party as an additional insured thereunder.']",Obligation
"['This Agreement shall be governed in all respects, including as to validity, interpretation and effect, by the Laws of the State of Illinois, without giving effect to its principles or rules of conflict of laws, to the extent such principles or rules are not mandatorily applicable by statute and would permit or require the application of the Laws of another jurisdiction.']",Arbitration
"[""The sole remedy of the Issuer, the Indenture Trustee, the Owner Trustee, and the Secured Parties for any extension, modification, amendment, cancellation or waiver of a Receivable or any terms thereof under Section 3.2(b) or a breach of the covenants made by the Servicer in Section 3.2(c) or (d) is the Servicer's acquisition of the Receivables, as described under this Section 3.3.""]",Liability
"['On its resignation or termination, the Servicer will cooperate with the Issuer, the Owner Trustee, the Indenture Trustee and the Successor Servicer in effecting (i) the termination of its rights and obligations under this Agreement and (ii) an orderly transition of such rights and obligations to the Successor Servicer.",Termination
"', 'If the Servicer resigns under Section 7.1, it will continue to perform its obligations as Servicer under this Agreement until the earlier to occur of (a) a Successor Servicer accepting its engagement as Servicer under Section 7.4 or (b) the date the Servicer is legally unable to act as Servicer.']",Termination
"['The Custodian will give the Depositor, the Issuer and the Indenture Trustee access to the Receivable Files and the receivables systems to conduct a review of the Receivables.",Obligation
"', ""Upon reasonable request not more than once during any calendar year, and with reasonable notice, the Servicer will give the Issuer, the Depositor, the Parent Support Provider, the Administrator, the Owner Trustee and the Indenture Trustee (or their representatives) access to the records and documents to conduct a review of the Servicer's performance under this Agreement.",Obligation
""", 'The Custodian will give the Servicer access to the Receivable Files and, on request of the Servicer, the Custodian will promptly release any document in the Receivable Files to the Servicer for purposes of servicing the Receivables.",Obligation
"', ""Any access or review will be conducted at the Custodian's offices during normal business hours at a time reasonably convenient to the Custodian in a manner that will minimize disruption of its business operations.""]",Obligation
"['THIS AGREEMENT, INCLUDING THE RIGHTS AND DUTIES OF THE PARTIES HERETO, SHALL BE GOVERNED BY, AND CONSTRUED IN ACCORDANCE WITH, THE INTERNAL LAWS OF THE STATE OF NEW YORK (INCLUDING SECTIONS 5-1401 AND 5-1402 OF THE GENERAL OBLIGATIONS LAW OF THE STATE OF NEW YORK, BUT WITHOUT REGARD TO ANY OTHERWISE APPLICABLE CONFLICTS OF LAW PRINCIPLES).']",Arbitration
"['EXCEPTING ONLY CLAIMS MADE PURSUANT TO SECTION 12.1, IN NO EVENT WILL EITHER PARTY BE LIABLE FOR ANY INDIRECT, SPECIAL, INCIDENTAL, EXEMPLARY, PUNITIVE OR CONSEQUENTIAL DAMAGES OF ANY KIND, INCLUDING ANY LOST PROFITS, LOST REVENUES OR LOST SAVINGS, ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT AND/OR THE PRODUCTS, WHETHER IN CONTRACT, TORT, STRICT LIABILITY OR OTHERWISE, EVEN IF THE PARTY HAS BEEN ADVISED, KNOWS OR SHOULD KNOW, OR IS OTHERWISE AWARE OF THE POSSIBILITY OF SUCH DAMAGES.']",Liability
['Each Party may also terminate the Agreement for convenience after Contract Year 2 by providing written notice to the other Party at least sixty (60) calendar days prior to the effective date of such termination'],Termination
"['Without reference to choice or conflict of law principles, this Agreement shall be governed by and construed in accordance with the laws of the State of California, USA.']",Arbitration
['Sponsors must have their own liability insurance with limits of one million dollars.'],Obligation
"['This Agreement shall be governed by and interpreted in accordance with the laws of the State of Florida, without regard to its conflict-of-laws or choice-of law principles.']",Arbitration
"['The Manufacturing Companies utilised by the Agent to manufacture the products listed in Schedule A of this agreement shall maintain throughout the term of this agreement product liability insurance issued by a reputable insurance company under standard terms and conditions in the industry to cover the liability of the Customer and to indemnity the Customer from any costs, expenses, loss or damages resulting from any act, neglect or default of the company.",Obligation
"', 'The Customer shall at all times during the term of this agreement maintain product liability insurance, covering all products sold by the Manufacturer to the Customer and which policy shall name the Manufacturer as Additional Insured.']",Obligation
['This agreement shall be governed by the Laws of England (English common and statutory Law).'],Arbitration
"['The insurance shall be in an amount of: $2,000,000 per occurrence and $2,000,000 aggregate with a $2,000,000 aggregate for products and completed operations.",Obligation
"', ""During the term of this Agreement, and before any sponsorship or promotional activities are conducted under this Agreement, Company shall obtain and maintain at its expense, Commercial General Liability Insurance coverage with an insurance carrier with a Best's rating of A+.",Obligation
""", ""The Association must be a named additional insured, and shall be provided at least 30 days' notice for cancellation of policy and 10 days' notice for non-payment of premium.",Obligation
""", 'Such insurance shall be primary and non-contributory.']",Obligation
"['This Agreement is subject to and shall be construed in accordance with the laws of the Commonwealth of Virginia with jurisdiction and venue in federal and Virginia courts in Alexandria and Arlington, Virginia.']",Arbitration
['To be covered by the Seller for 110% invoice value against All Risks and War Risk.'],Obligation
"[""It will be governed by the law of the People's Republic of China ,otherwise it is governed by United Nations Convention on Contract for the International Sale of Goods.""]",Arbitration
"['Notwithstanding the preceding sentences, this Subsection will not limit the liability of a Party for any amount or type of damages for: (1) the defense and indemnification of an Indemnified Claim on which the Party is the Indemnifying Party; (2) infringement by the Party on the intellectual property of the other Party; (3) the unauthorized disclosure or use by the Party of the Confidential Information of the other Party; (4) payment or reimbursement of any amount expressly required to be paid or reimbursed by the Party under a provision of this Agreement; or (5) the intentional misconduct of the Party in violation of Applicable Laws.']",Liability
"['Each Party waives any right to recover consequential, incidental, indirect, exemplary, punitive or any other types of indirect damages from the other Party for a breach of this Agreement.",Liability
"', 'A Party that breaches this Agreement will only be liable to the other Party for direct damages arising from the breach.",Liability
"', 'If a Buyer receives a product that fails to conform to these representations and warranties, the sole remedies of Buyer for the breach of warranty will be to: (1) reject and return the non-conforming product to Seller for a refund or credit, or a replacement conforming product, in the manner and time period provided in the SOP; (2) obtain reimbursement from Seller for actual, reasonable, substantiated out-of-pocket expenses incurred by Buyer in the recovery, return or disposal of a non-conforming product that is the subject of a mandatory product recall required under Applicable Laws or a voluntary withdrawal declared by Seller or approved by Seller (such approval not to be unreasonably withheld, conditioned or delayed); and (3) obtain indemnification from Seller for any Indemnified Claim arising from or related to the non-conforming product as provided in Section 7.']",Liability
"['An insuring Party must deliver the following written evidence of the required insurance coverage to the other Party (Attention: Risk Management), or its designated insurance monitoring service, within ten (10) of written request and at least thirty (30) days in advance of the expiration of a then current policy term (if a declaration or endorsement is not available from an insurer at the time requested or required, an insuring Party will provide them as soon as the declaration or endorsement is available from the insurer): i.",Obligation
"Certificate of insurance confirming that the required insurance coverage and minimal limits are met for the extended, renewed or replacement policy term.",Obligation
ii.,Obligation
"Declaration pages of insurance policy (or a copy of the binder until the declaration pages are available) confirming that the required insurance coverage and minimal limits are met for the extended, renewed or replacement policy term.",Obligation
iii.,Obligation
"Copies of additional insured endorsements required for applicable policies in the name and for the benefit of: ""[NAME OF OTHER PARTY], its parent, subsidiaries and affiliates; any lessors of the foregoing and any mortgagees, deed of trust beneficiaries and secured creditors of such lessors; and any successors and assignees of all of the foregoing.""",Obligation
iv.,Obligation
"Copies of alternate employer endorsements and waiver of subrogation endorsements required for applicable policies in the name and for the benefit of: """"[NAME OF OTHER PARTY], its parent, subsidiaries and affiliates; any lessors of the foregoing and any mortgagees, deed of trust beneficiaries and secured creditors of such lessors; and any successors and assignees of all of the foregoing.",Obligation
"""', ""Workers' Compensation Liability Insurance.",Obligation
"Occurrence based coverage providing benefits in the minimal amount required by Applicable Law for workplace and work related injuries and illnesses to the employees of a Party, including, without limitation, Workers Compensation Acts of applicable U.S. States, the U.S. Longshoremen's and Harbor Workers Compensation Act and the U.S. Jones Act.",Obligation
Requires alternate employer endorsement and waiver of subrogation endorsement.,Obligation
""", 'Automobile Liability Insurance.",Obligation
"Occurrence based coverage with a combined single limit of at least $10,000,000 per occurrence and in the aggregate for owned, non-owned, and hired automotive equipment of the Party.",Obligation
Requires additional insured endorsement and waiver of subrogation endorsement.,Obligation
"', 'Property Insurance.",Obligation
"Coverage providing ""all risk"" property insurance at the replacement value of the machinery, equipment, fixtures, tools, materials and other property of the Party.",Obligation
"""All risk"" coverage will include, by way of example and not limitation, loss or damage resulting from earthquakes, floods, wind, fire or other natural or weather-related phenomenon.",Obligation
Requires waiver of subrogation endorsement.,Obligation
"', 'Commercial General Liability Insurance.",Obligation
"Occurrence based coverage with a combined single limit of at least $10,000,000 per occurrence and in the aggregate for premises and operations; products and completed operations; contractual liability coverage for indemnities of a Party contained within this Agreement; broad form property damage (including completed operations); explosion, collapse and underground hazards; and personal injury.",Obligation
"', ""Employers' Liability Insurance.",Obligation
"Occurrence based coverage with a limit of at least $10,000,000 per occurrence or any greater limits set by Applicable Law workplace and work related injuries and illnesses to the employees of a Party.",Obligation
Requires waiver of alternate employer endorsement.,Obligation
""", 'All insurers of a Party on such policies must have at all times an A.M. Best financial rating of at least ""A-Minus VII"".",Obligation
"', 'All insurance of an insuring Party must be ""primary and non-contributory"" with respect to any insurance that the other Party may maintain, but only with respect to the negligence or other legal liability of the insuring Party.",Obligation
"', 'During the Term of this Agreement, each Party will maintain the following minimum types and amounts of insurance coverage during the Term of this Agreement:']",Obligation
"['This Agreement and all claims or causes of action arising out of or related to this Agreement shall be governed in all respects, including as to validity, interpretation and effect, by the laws of the State of Illinois and the United States of America, without giving effect to its principles or rules of conflict of laws.']",Arbitration
"[""NOTWITHSTANDING THE ABOVE AND REGARDLESS OF THE CIRCUMSTANCES, SELLER'S TOTAL LIABILITY TO BUYER FOR ANY AND ALL CLAIMS, LOSSES OR DAMAGES ARISING OUT OF ANY CAUSE WHATSOEVER, WHETHER BASED IN CONTRACT, NEGLIGENCE OR OTHER TORT, STRICT LIABILITY, BREACH OF WARRANTY OR OTHERWISE, SHALL IN NO EVENT EXCEED THE PURCHASE PRICE OF PRODUCT IN RESPECT TO WHICH SUCH CAUSE AROSE"", 'In no event shall either party be responsible for any special, punitive, or consequential damages whatsoever.",Liability
"', ""All claims for any cause whatsoever, whether based in contract, negligence or other tort, strict liability, breach of warranty or otherwise, shall be deemed waived unconditionally and absolutely unless Seller receives written notice of such claim not later than one hundred fifty (150) days after Buyer's receipt of Product as to which such claim is made.",Liability
""", 'IN NO EVENT SHALL SELLER BE LIABLE FOR SPECIAL, INCIDENTAL, CONSEQUENTIAL OR EXEMPLARY DAMAGES.",Liability
"', ""Seller's total liability for all claims arising hereunder or connected with the products sold hereunder, whether based in contract, tort or otherwise, shall be no greater than an amount equal to the purchase price of the products to which any such claims relate, or at the Seller's option, and only in the case of claims regarding defective or non-conforming product, to replacement of such products, provided that in all cases Buyer shall be under an obligation to mitigate any loss as far as possible.",Liability
"Seller shall not in any event be liable for any special, incidental, exemplary or consequential damages.",Liability
""", ""Defective or nonconforming Product shall be replaced by Seller without additional charge, or in lieu thereof, at Seller's option, Seller may refund the purchase price upon return of such Product at Seller's expense and such refund or replacement shall constitute Buyer's sole and exclusive remedy.",Liability
""", 'Any cause of action that Buyer may have against Seller and which may arise in connection with the transaction(s) specified herein must be commenced within two (2) years after the cause of action has accrued.",Liability
"', 'Claims by Buyer are waived unless made in writing within 150 days from date of (non-) delivery.",Liability
"', ""EM's maximum liability for all claims for any reason is the sales price of the product involved and EM shall not be liable for indirect or consequential damage.""]",Liability
"['On request of Buyer, Buyer is allowed to carry out on-site manufacturing and quality audits in manufacturing units where Products are produced.",Obligation
"', 'The frequency of such audits shall not exceed one audit per site within three years']",Obligation
"[""This Agreement shall be governed and construed in accordance with the law set forth in the ExxonMobil Selling Affiliate's general terms and conditions, as applicable.",Arbitration
""", 'The parties\' rights and obligations hereunder shall be construed and enforced under the laws of the State of Texas, U.S.A., without regard to conflict of laws principles.",Arbitration
"Incoterms 2010 (or any subsequent revision thereof) (""Incoterms"") shall also apply; provided, however, that Incoterms shall apply only to the extent specified in the agreement hereof, and provided, further, that in the event of a conflict between Incoterms and the laws of the State of Texas, U.S.A., the latter shall govern.",Arbitration
"', 'This Agreement shall be governed by Singapore law, without regard to its conflict of laws principles.",Arbitration
"', 'This Agreement between EM and Buyer shall be governed by the laws of Belgium (excluding its rules on conflict of laws).']",Arbitration
"['IN NO EVENT SHALL LICENSOR OR ANY OF ITS DIRECTORS, OFFICERS, EMPLOYEES, LICENSORS, SUPPLIERS OR OTHER REPRESENTATIVES BE LIABLE FOR ANY INDIRECT, SPECIAL OR CONSEQUENTIAL DAMAGES, OR DAMAGES FOR LOSS OF PROFITS, BUSINESS INTERRUPTION, LOSS OF GOODWILL, COMPUTER FAILURE OR MALFUNCTION OR OTHERWISE, ARISING FROM OR RELATING TO THIS AGREEMENT OR THE LICENSED MARK, EVEN IF LICENSOR IS EXPRESSLY ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.']",Liability
"[""Either Party may terminate this Agreement by giving the other Party thirty (30) days' prior written notice.""]",Termination
['The provisions of this Agreement shall be governed by and construed in accordance with the laws of the State of California (excluding any conflict of law rule or principle that would refer to the laws of another jurisdiction).'],Arbitration
"[""Licensor, as owner of the Licensed Mark, shall have the right at all times to control and approve the nature and quality of the Licensed Products (and the Licensed Mark thereon), and to inspect Licensee's business operations upon reasonable prior notice for the purpose of ensuring that a high level of quality of the Licensed Products is being maintained by Licensee.",Obligation
""", 'No more frequently than once per year, a third party auditor chosen by Licensor and approved by Licensee, such approval not to be unreasonably withheld, shall be entitled at any time on reasonable notice to the Licensee to enter, during regular business hours, any premises used by the Licensee or its manufacturers for the manufacture, packaging or storage of the Licensed Products, to inspect such premises, all plant, workforce and machinery used for manufacture, packaging or storage of Licensed Products and all other aspects of the manufacture, packaging and storage of Licensed Products (""Access Rights"")']",Obligation
['This Agreement shall be governed by and interpreted in accordance with the laws of the State of Delaware without regard to its conflicts of law principles.'],Arbitration
"[""EXCEPT WITH RESPECT TO LICENSEE'S INDEMNIFICATION OBLIGATIONS UNDER SECTION 7, NEITHER PARTY WILL BE LIABLE TO THE OTHER PARTY FOR SPECIAL, INDIRECT, CONSEQUENTIAL, EXEMPLARY, PUNITIVE OR INCIDENTAL DAMAGES (INCLUDING LOST PROFITS OR GOODWILL, BUSINESS INTERRUPTION AND THE LIKE) RELATING TO THIS AGREEMENT, EVEN IF IT HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.""]",Liability
"['Licensor reserves the right to terminate this Agreement immediately upon written notice for any reason, including if the usage of the Brand is not in compliance with the standards and policies.']",Termination
"['THIS AGREEMENT SHALL BE GOVERNED BY, AND CONSTRUED AND INTERPRETED IN ACCORDANCE WITH, THE LAW OF THE STATE OF NEW YORK.']",Arbitration
"[""This Agreement shall be terminable (a) by the Licensor (ii) upon sixty (60) days' written notice by the Licensor to the Licensee or (b) by the Licensee (ii) upon sixty (60) days' written notice by the Licensee to the Licensor.""]",Termination
"['For twenty-four (24) months following termination of this Agreement, the Licensee shall specify on all public- facing materials in a prominent place and in prominent typeface that the Licensee is no longer operating under the Licensed Mark, is no longer associated with the Licensor, or such other notice as may be deemed necessary by the Licensor in its sole discretion in its prosecution, defense, and/or settlement of any Third Party Claim.']",Termination
"['This Agreement shall be governed by, and construed in accordance with, the laws of the State of New York without giving effect to the principles of conflicts of law rules.']",Arbitration
"[""This Agreement shall be terminable by Licensor or Licensee upon sixty (60) days' written notice to the other party;""]",Termination
"['For twenty-four (24) months following termination of this Agreement, Licensee shall specify on all public-facing materials in a prominent place and in prominent typeface that Licensee is no longer operating under the Licensed Mark, is no longer associated with Licensor, or such other notice as may be deemed necessary by Licensor in its sole discretion in its prosecution, defense, and/or settlement of any Third Party Claim.']",Termination
"['This Agreement shall be governed by, and construed in accordance with, the laws of the State of New York.']",Arbitration
"[""NO PARTY SHALL BE LIABLE FOR CONSEQUENTIAL, INCIDENTAL, PUNITIVE, EXEMPLARY OR INDIRECT DAMAGES, LOST PROFITS OR OTHER BUSINESS INTERRUPTION DAMAGES, BY STATUTE, IN TORT OR CONTRACT, OR OTHERWISE; PROVIDED, HOWEVER, THAT THIS LIMITATION SHALL NOT LIMIT A PARTY'S RIGHT TO RECOVERY HEREUNDER FOR ANY SUCH DAMAGES TO THE EXTENT SUCH PARTY IS REQUIRED TO PAY SUCH DAMAGES TO A THIRD PARTY IN CONNECTION WITH A MATTER FOR WHICH SUCH PARTY IS OTHERWISE ENTITLED TO INDEMNIFICATION HEREUNDER""]",Liability
"[""NO PARTY SHALL BE LIABLE FOR CONSEQUENTIAL, INCIDENTAL, PUNITIVE, EXEMPLARY OR INDIRECT DAMAGES, LOST PROFITS OR OTHER BUSINESS INTERRUPTION DAMAGES, BY STATUTE, IN TORT OR CONTRACT, OR OTHERWISE; PROVIDED, HOWEVER, THAT THIS LIMITATION SHALL NOT LIMIT A PARTY'S RIGHT TO RECOVERY HEREUNDER FOR ANY SUCH DAMAGES TO THE EXTENT SUCH PARTY IS REQUIRED TO PAY SUCH DAMAGES TO A THIRD PARTY IN CONNECTION WITH A MATTER FOR WHICH SUCH PARTY IS OTHERWISE ENTITLED TO INDEMNIFICATION HEREUNDER.""]",Liability
"['Each Party or its designated representatives shall, upon reasonable notice to the other Party, have the right, no more frequently than two (2) times per twelve (12) consecutive calendar Months, at its own expense, at reasonable times and during normal business hours, to examine the books and records of such other Party to the extent necessary to verify the accuracy of any statement, charge, computation, or demand made under or pursuant to this Agreement.']",Obligation
"['This Agreement is entered into in the State of Texas and shall be governed, interpreted and construed in accordance with the laws of the State of Texas without regard to the conflicts of laws provisions thereof.']",Arbitration
['Any controversy between the parties arising under this Agreement and not resolved by the parties shall be determined in accordance with the laws of the State of Michigan.'],Arbitration
"['NOTWITHSTANDING ANYTHING TO THE CONTRARY IN THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY BE LIABLE TO THE OTHER PARTY OR ITS AFFILIATES, ANY SUCCESSORS IN INTEREST OR ANY BENEFICIARY OR ASSIGNEE OF THIS AGREEMENT FOR ANY CONSEQUENTIAL, MULTIPLE, INCIDENTAL, INDIRECT, SPECIAL, EXEMPLARY OR PUNITIVE DAMAGES, OR LOSS OF PROFITS OR REVENUES ARISING OUT OF OR RELATING TO THIS AGREEMENT OR ANY BREACH HEREOF; PROVIDED, HOWEVER, THE FOREGOING SHALL NOT BE CONSTRUED AS LIMITING AN OBLIGATION OF A PARTY HEREUNDER TO INDEMNIFY, DEFEND AND HOLD HARMLESS THE OTHER PARTY AGAINST CLAIMS ASSERTED BY UNAFFILIATED THIRD PARTIES, INCLUDING, BUT NOT LIMITED TO, THIRD PARTY CLAIMS FOR SPECIAL, INDIRECT, CONSEQUENTIAL, PUNITIVE OR EXEMPLARY DAMAGES.']",Liability
"[""Shipper shall be entitled to audit Carrier's applicable books and records for the limited purpose of determining if the amount of any increase pursuant to this Section 6.2 is justified by the actually-incurred and reasonable amount of the aggregate costs and/or expenses relating to the System; provided, however, such audit shall not require Carrier to disclose confidential information of any Person other than Shipper who is a shipper on the System""]",Obligation
['This Agreement shall be governed and construed in accordance with the laws of the state of Texas without giving effect to the conflict of law rules thereof.'],Arbitration
